ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
28837,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,2,6,"Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,In-person,Higher Education,Chile,CLP	Chilean peso,HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;PostgreSQL,5089
2884,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",29,29,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Energy,Brazil,BRL Brazilian real,C++;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;VBA,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,36407
28862,35-44 years old,Some college/university study without earning a degree,Employed,12,32,"Developer, front-end",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;Swift;TypeScript,PostgreSQL;Redis;Snowflake;Supabase;Cockroachdb,200000
2887,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,27,30,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United States of America,USD United States dollar,Bash/Shell (all shells);C#;C++;Lisp;Python;Ruby;Rust,MySQL,125000
28875,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14,20,"Developer, front-end",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Sweden,SEK	Swedish krona,NA,NA,68134
28877,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9,15,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Sweden,SEK	Swedish krona,C++;Java;JavaScript,NA,54507
28878,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,39,48,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,In-person,"Internet, Telecomm or Information Services",United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,PostgreSQL,104000
28892,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,13,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Banking/Financial Services,Mexico,MXN	Mexican peso,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Microsoft SQL Server;MySQL,42111
28901,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,4,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,C#;JavaScript;SQL,Microsoft SQL Server,1246
28905,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,16,"Developer, back-end",500 to 999 employees,NA,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,Ukraine,EUR European Euro,Bash/Shell (all shells);Java;JavaScript;Rust;Scala;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,69609
28910,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20,24,"Developer, full-stack",NA,NA,NA,Software Development,Poland,PLN Polish zloty,C++;Groovy;HTML/CSS;Java;JavaScript;Rust;TypeScript,Cassandra;Elasticsearch;MongoDB,108723
28930,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,8,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,Higher Education,United States of America,USD United States dollar,C;C++;Dart;Java;JavaScript,MariaDB;Microsoft SQL Server;MySQL;Redis;Supabase,120000
28939,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,11,Data engineer,"10,000 or more employees",Individual contributor,Remote,Retail and Consumer Services,Brazil,BRL Brazilian real,HTML/CSS;JavaScript;Python,BigQuery;Cloud Firestore;Dynamodb;MongoDB;MySQL;PostgreSQL;SQLite;Amazon Redshift,36407
28952,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,30,DevOps engineer or professional,500 to 999 employees,Individual contributor,Remote,Software Development,Poland,PLN Polish zloty,Bash/Shell (all shells);Groovy;Python;SQL,PostgreSQL,95515
28956,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,15,"Developer, back-end",500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);C;C++;Python,Elasticsearch;PostgreSQL;Redis,43139
28966,45-54 years old,Some college/university study without earning a degree,Employed,17,30,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,90000
28977,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,9,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;R;Rust;SQL;Swift,BigQuery;MariaDB;MySQL;PostgreSQL,50000
28979,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,13,Academic researcher,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Germany,EUR European Euro,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Python;Rust;TypeScript,DuckDB;SQLite,64040
28980,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,8,"Developer, back-end",500 to 999 employees,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;Java;JavaScript;SQL;TypeScript,BigQuery;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Supabase;Amazon Redshift,3595
28990,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,8,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,In-person,Other:,Denmark,DKK	Danish krone,C#;HTML/CSS;Java;PowerShell;TypeScript,NA,58320
28993,25-34 years old,Some college/university study without earning a degree,Employed,11,18,"Developer, mobile","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Higher Education,Romania,RON	Romanian leu,Swift,NA,193901
29,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",13,13,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Media & Advertising Services,Dominican Republic,USD United States dollar,HTML/CSS;JavaScript;Python;TypeScript,MariaDB;PostgreSQL;Redis;SQLite,78000
29005,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,NA,NA,"Developer, full-stack",NA,NA,NA,NA,France,EUR European Euro,NA,NA,71929
29015,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,9,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,United States of America,USD United States dollar,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,Elasticsearch;Microsoft SQL Server;MongoDB,125000
29017,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,14,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL;VBA;Visual Basic (.Net),Microsoft SQL Server,105000
29020,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,NA,11,Student,NA,NA,NA,NA,Hungary,HUF	Hungarian forint,Assembly;C;C#;C++;JavaScript;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;SQLite,NA
29027,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,5,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,HTML/CSS;JavaScript;Python;TypeScript,NA,130000
29029,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,17,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,United States of America,USD United States dollar,Bash/Shell (all shells);C++;Go;Java;Lua;Python;Rust;SQL;Swift,SQLite,154000
29038,18-24 years old,Other (please specify):,Employed,2,4,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Finland,EUR European Euro,C#;GDScript;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,29004
29043,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,8,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Other:,Mexico,MXN	Mexican peso,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL,78959
29050,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,22,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Germany,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,H2;InfluxDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,133417
29059,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,13,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Energy,Italy,EUR European Euro,NA,NA,38285
29074,55-64 years old,"Associate degree (A.A., A.S., etc.)",Employed,38,24,"Architect, software or solutions","10,000 or more employees",Individual contributor,Remote,Other:,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;R;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL,230000
29075,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,5,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Poland,PLN Polish zloty,Bash/Shell (all shells);C++;Elixir;Go;Python,NA,65586
29083,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,6,"Developer, front-end","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);JavaScript;TypeScript,Elasticsearch;Microsoft SQL Server,170000
29085,18-24 years old,Some college/university study without earning a degree,Employed,3,6,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,Brazil,BRL Brazilian real,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL,9175
29099,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,7,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,Media & Advertising Services,United States of America,USD United States dollar,Go;Python;TypeScript,Dynamodb;PostgreSQL;SQLite,150000
29120,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16,20,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,Brazil,BRL Brazilian real,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Oracle,20388
29124,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,19,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",People manager,Remote,Software Development,Canada,CAD Canadian dollar,Bash/Shell (all shells);C++;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis,109438
29127,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22,20,"Founder, technology or otherwise",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",United States of America,USD United States dollar,HTML/CSS;Kotlin;TypeScript,NA,120000
29131,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,6,"Developer, front-end",Less than 20 employees,Individual contributor,In-person,Software Development,India,INR Indian rupee,HTML/CSS;JavaScript;PHP,MySQL;Oracle,4185
29135,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,9,"Developer, desktop or enterprise applications",20 to 99 employees,NA,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python,NA,117500
2914,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30,34,"Architect, software or solutions",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Healthcare,Australia,EUR European Euro,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Dynamodb;MySQL,139218
29148,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,2,5,"Developer, full-stack",NA,NA,NA,NA,Senegal,XOF	West African CFA franc,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Rust;Scala,MySQL;SQLite,575
29160,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,13,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Malaysia,MYR	Malaysian ringgit,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL,21206
29169,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,38,42,Engineering manager,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);Dart;Java;JavaScript;Kotlin;MicroPython;Python;SQL;Swift,BigQuery;PostgreSQL,340000
29171,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,15,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Insurance,Canada,CAD Canadian dollar,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;OCaml;PowerShell;Python;SQL;TypeScript,Cosmos DB;IBM DB2;MongoDB;Redis;SQLite,109438
29174,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",16,20,"Architect, software or solutions",NA,NA,NA,Manufacturing,Bolivia,BOB	Bolivian boliviano,Assembly;C;C++;HTML/CSS;JavaScript;MicroPython;SQL;TypeScript,Microsoft SQL Server,3468
29195,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,15,"Developer, game or graphics",100 to 499 employees,Individual contributor,In-person,Software Development,Australia,AUD	Australian dollar,C;C#;C++;Rust;Zig,NA,74761
29214,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,14,"Developer, back-end",500 to 999 employees,Individual contributor,Remote,Software Development,India,INR Indian rupee,HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;PostgreSQL;Redis,24410
29228,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,14,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,"Transportation, or Supply Chain",New Zealand,NZD	New Zealand dollar,HTML/CSS;JavaScript;SQL;TypeScript,PostgreSQL,54212
29232,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,20,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,C#;C++,NA,67105
29256,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,24,"Architect, software or solutions",100 to 499 employees,People manager,In-person,Software Development,Hong Kong (S.A.R.),HKD	Hong Kong dollar,NA,NA,107644
29269,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,6,"Developer, back-end",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,"Iran, Islamic Republic of...",IRR	Iranian rial,Bash/Shell (all shells);Python;SQL,MariaDB;PostgreSQL;Redis;SQLite,7668
29274,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,15,Other (please specify):,"1,000 to 4,999 employees",Individual contributor,Remote,Media & Advertising Services,United States of America,USD United States dollar,Bash/Shell (all shells);C;JavaScript;Python;TypeScript,Dynamodb;MySQL;PostgreSQL;Redis;Snowflake;Clickhouse,170000
2928,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17,24,"Developer, full-stack","10,000 or more employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Higher Education,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB,125000
29301,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,18,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,India,INR Indian rupee,HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;PostgreSQL,29060
29306,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2,9,Support engineer or analyst,500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Philippines,PHP	Philippine peso,C#;HTML/CSS;JavaScript,Microsoft SQL Server,8639
29308,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,22,"Developer, full-stack",100 to 499 employees,People manager,In-person,Software Development,Poland,PLN Polish zloty,Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite;Supabase,109160
29310,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14,18,DevOps engineer or professional,"5,000 to 9,999 employees",People manager,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",New Zealand,NZD	New Zealand dollar,Bash/Shell (all shells);C;Go;Groovy;HTML/CSS;Java;Kotlin;PowerShell;Python;Ruby;Scala;SQL;Swift,Cosmos DB;Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL,78306
2935,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,1,9,"Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);C;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Python;Rust;SQL;TypeScript,MongoDB;Redis;SQLite,200000
29356,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8,8,"Developer, back-end",NA,NA,NA,Software Development,Ukraine,UAH Ukrainian hryvnia,Groovy;HTML/CSS;Java;JavaScript,Elasticsearch,72608
29357,25-34 years old,Some college/university study without earning a degree,Employed,12,16,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Government,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript;Zig,Cosmos DB;Microsoft Access;Microsoft SQL Server;PostgreSQL;Redis;SQLite,91013
29362,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,10,"Developer, desktop or enterprise applications",500 to 999 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,"Iran, Islamic Republic of...",IRR	Iranian rial,Bash/Shell (all shells);C;C#;C++;Python;SQL,Microsoft SQL Server;PostgreSQL,113947
29370,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,20,Engineering manager,20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Greece,EUR European Euro,HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,89331
29375,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,33,39,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Australia,AUD	Australian dollar,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,98164
29378,35-44 years old,Some college/university study without earning a degree,Employed,20,30,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,Slovenia,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,46406
29382,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,20,25,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Japan,JPY	Japanese yen,Go;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,BigQuery;PostgreSQL,34544
29387,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,32,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Manufacturing,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;C++;HTML/CSS;Java;Perl;Python;SQL,PostgreSQL,55258
2940,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,20,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Healthcare,Mexico,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,133000
2941,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,5,10,"Developer, desktop or enterprise applications",NA,NA,NA,NA,United States of America,USD United States dollar,C#;Java;Lua;PowerShell;Python;Rust,NA,NA
29411,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,7,"Developer, front-end",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,USD United States dollar,HTML/CSS;JavaScript;TypeScript,NA,20400
29424,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,20,"Developer, mobile","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Serbia,RSD	Serbian dinar,Swift,NA,71823
29441,55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",39,42,"Developer, full-stack",NA,NA,NA,Software Development,Nomadic,EUR European Euro,C#;C++;MicroPython;PHP;PowerShell;Python;R;SQL,NA,139218
29442,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,5,"Developer, back-end",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Sri Lanka,LKR	Sri Lankan rupee,NA,NA,1199
29447,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12,26,"Developer, back-end",20 to 99 employees,NA,NA,Software Development,Germany,EUR European Euro,C++;JavaScript;Python,NA,67289
29459,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,5,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,"Transportation, or Supply Chain",India,INR Indian rupee,NA,NA,13949
29478,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,11,Engineering manager,"1,000 to 4,999 employees",People manager,In-person,"Internet, Telecomm or Information Services",Mongolia,MNT	Mongolian tugrik,Python;SQL,Databricks SQL;Oracle;PostgreSQL,29757
29490,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,6,"Developer, mobile",Less than 20 employees,Individual contributor,Remote,Software Development,Croatia,EUR European Euro,Dart,NA,34804
29491,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,6,"Developer, QA or test",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,JavaScript;PowerShell;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,33553
29495,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23,27,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Elasticsearch;MongoDB;MySQL,122527
29502,35-44 years old,Some college/university study without earning a degree,Employed,12,14,"Developer, front-end",500 to 999 employees,Individual contributor,Remote,Software Development,Greece,EUR European Euro,JavaScript;TypeScript,NA,59529
29520,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,32,"Architect, software or solutions",100 to 499 employees,People manager,Remote,Healthcare,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite;Valkey,130019
29553,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,16,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,78962
29585,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,12,"Developer, embedded applications or devices",Less than 20 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,C;C++;Go;JavaScript;Rust,NA,72393
29589,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,22,25,DevOps engineer or professional,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Spain,EUR European Euro,Assembly;Bash/Shell (all shells);C;C#;Delphi;HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,48726
29599,18-24 years old,Some college/university study without earning a degree,Employed,2,8,DevOps engineer or professional,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Hungary,HUF	Hungarian forint,NA,NA,37591
29600,35-44 years old,"Associate degree (A.A., A.S., etc.)",Not employed,20,28,"Developer, full-stack",NA,NA,NA,NA,Netherlands,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,67869
29635,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,30,"Developer, front-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Sweden,SEK	Swedish krona,C#;GDScript;HTML/CSS;JavaScript;Lua;TypeScript,Microsoft SQL Server,81761
29655,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,20,"Senior executive (C-suite, VP, etc.)","10,000 or more employees",People manager,"Hybrid (some remote, leans heavy to in-person)",Fintech,India,INR Indian rupee,NA,NA,127864
